M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,28.34909,0.01127984,8.7637,0.78857
7.25,28.34909,0.01127984,8.7637,0.78857
7.5,18.25783,0.01123885,4.273,1.142
7.75,11.519814,0.0080770425,2.3382,0.83986
8.0,7.177406,0.007526183,1.6761,0.56181
8.25,4.382894,0.003582297,0.8062,0.2759
8.5,2.623176,0.001397156,0.5483,0.1138
8.75,1.5354734,0.00033481794,0.2053,0.071009
