M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,28.41387,0.0155187,11.584,1.0299
7.25,28.41387,0.0155187,11.584,1.0299
7.5,18.30226,0.01462763,8.004,4.64
7.75,11.558289,0.0093163595,7.706,3.204
8.0,7.201327,0.001706764,5.3422,0.43628
8.25,4.398847,0.001123569,3.0433,0.31179
8.5,2.628442,0.0007222382,1.7161,0.17858
8.75,1.5412958,0.00014853564,0.9217,0.1029
