M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,27.02759,0.03037442,2.2227,0.6745
7.25,27.02759,0.03037442,2.2227,0.6745
7.5,17.59945,0.01096154,1.1162,0.5051
7.75,11.02937,0.02045138,0.6118,0.3493
8.0,6.952071,0.01219956,0.3615,0.1208
8.25,4.207715,0.007538096,0.2208,0.1478
8.5,2.544126,0.002495287,0.0902,0.05311
8.75,1.478022,0.003062919,0.04133,0.02522
