M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,47.42021,0.02745684,24.647,3.0212
7.25,30.66766,0.01336778,16.054,1.4448
7.5,19.62561,0.0088845573,8.52,1.15
7.75,12.301043,0.0048188151,4.8942,0.4582
8.0,7.626219,0.00232309,3.0916,0.35829
8.25,4.645314,0.002347612,1.6476,0.21315
8.5,2.768797,0.001515433,0.7737,0.1008
8.75,1.618965,0.001049877,0.40353,0.085991
