M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,39.1123,0.16153,1.55,1.069
7.25,25.32828,0.06407999,0.9325,0.8284
7.5,16.29513,0.03362917,0.3324,0.2616
7.75,10.16635,0.02375324,0.2761,0.2569
8.0,6.34579,0.0127741,0.12362,0.086039
8.25,3.86854,0.0157859,0.10837,0.080472
8.5,2.304609,0.006285955,0.02772,0.02258
8.75,1.349813,0.004276736,0.0212,0.01688
