M_S,obs_med,sig2_lo,sig1_lo,exp_med,sig1_hi,sig2_hi
7.50,3.048544,3.537651,4.883662,7.165665,10.712925,15.621111
7.75,3.078680,2.720304,3.836327,5.717858,8.742868,13.043817
8.00,3.153777,2.198324,3.129039,4.745450,7.407890,11.293723
8.25,3.298312,1.743805,2.524759,3.913647,6.278781,9.830685
