M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,36.15633,0.09945166,17.136,1.1733
7.25,23.1547,0.05180108,10.3767,0.654424
7.5,14.81178,0.04180077,6.0633,0.581
7.75,9.21958,0.0213043,2.9853,0.42542
8.0,5.70011,0.0150554,1.9919,0.48419
8.25,3.441871,0.006129508,1.09,0.19926
8.5,2.046693,0.005114972,0.4975,0.1135
8.75,1.191782,0.002201274,0.26079,0.061389
