M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,28.8844,0.10484,4.622,1.381
7.25,18.5232,0.167207,2.947,1.182
7.5,11.95722,0.04283057,1.8781,0.60449
7.75,7.3861,0.0449404,1.0422,0.42511
8.0,4.59906,0.0179625,0.4616,0.1802
8.25,2.761781,0.009029489,0.3605,0.1048
8.5,1.647647,0.00876212,0.11304,0.035764
8.75,0.954845,0.0061466,0.08137,0.01799
