M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,32.25415,0.09265307,8.247,1.327
7.25,20.6718,0.146679,4.3428,0.74591
7.5,13.26005,0.05679909,2.7464,0.69835
7.75,8.21194,0.0297471,1.5585,0.51808
8.0,5.100836,0.005204699,0.7844,0.2184
8.25,3.061849,0.006898417,0.5021,0.1509
8.5,1.827396,0.009096619,0.19935,0.047531
8.75,1.061996,0.003700081,0.11381,0.029522
