M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,27.8537,0.01791756,4.3753,0.77559
7.25,27.8537,0.01791756,4.3753,0.77559
7.5,18.02448,0.02786823,2.0181,0.79454
7.75,11.357568,0.0027970094,1.0077,0.37094
8.0,7.095284,0.007887074,0.6681,0.1207
8.25,4.323003,0.003460968,0.3586,0.1422
8.5,2.592845,0.001949677,0.16517,0.053168
8.75,1.516076,0.002148604,0.09361,0.02929
