M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,25.20598,0.08740454,2.282,1.116
7.25,16.28762,0.03376157,1.2745,0.71171
7.5,10.45797,0.05681641,0.6157,0.2459
7.75,6.41023,0.0424778,0.3673,0.1521
8.0,4.00273,0.0177372,0.17102,0.06284
8.25,2.39317,0.0197003,0.19,0.129
8.5,1.430089,0.007229762,0.07356,0.05099
8.75,0.830326,0.00442999,0.03262,0.01704
