M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,34.2117,0.104682,6.1809,0.72691
7.25,22.13714,0.06605009,4.9284,0.88704
7.5,14.05857,0.04524516,2.2495,0.83329
7.75,8.68325,0.0204833,1.1761,0.53168
8.0,5.402818,0.00492343,0.7216,0.1976
8.25,3.22567,0.0105106,0.4863,0.254
8.5,1.930953,0.003088697,0.16874,0.072512
8.75,1.12513,0.003019773,0.10875,0.039468
