M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,30.592,0.207331,3.992,1.253
7.25,19.90215,0.05044427,2.7213,0.86604
7.5,12.62177,0.03482661,1.3997,0.96464
7.75,7.81482,0.0291925,0.7971,0.3769
8.0,4.85909,0.0234851,0.4415,0.2341
8.25,2.90244,0.0100554,0.3049,0.1833
8.5,1.732343,0.008770673,0.12221,0.077751
8.75,1.01135,0.004280938,0.06647,0.03793
