M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,37.91928,0.07728976,12.967,1.3149
7.25,24.3531,0.02193303,10.345,1.502
7.5,15.43375,0.0313364,5.0651,0.68846
7.75,9.58636,0.0192923,2.7316,0.74388
8.0,5.9129,0.0100774,1.8891,0.42629
8.25,3.56244,0.0114591,1.0649,0.18267
8.5,2.121643,0.00342795,0.5043,0.1106
8.75,1.24168,0.002393213,0.25285,0.087754
