M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,39.05502,0.0664534,25.66,2.0895
7.25,24.96645,0.01927455,16.192,1.5889
7.5,15.80408,0.02425918,8.5966,0.96473
7.75,9.84191,0.0182621,4.8484,0.70432
8.0,6.046672,0.005909686,3.1557,0.26756
8.25,3.651192,0.005692434,1.8183,0.25774
8.5,2.17379,0.003667411,0.8847,0.1349
8.75,1.276977,0.001948417,0.44468,0.058965
