M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,43.83138,0.08250764,24.922,1.6082
7.25,28.01666,0.03645181,17.403,1.4066
7.5,17.73583,0.01762051,9.083,1.16
7.75,11.05381,0.01261182,4.7955,0.90804
8.0,6.809608,0.009553916,3.1134,0.43155
8.25,4.117514,0.005409929,1.8808,0.34318
8.5,2.44453,0.002882843,0.86199,0.093071
8.75,1.422965,0.003137737,0.4712,0.090838
