M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,38.50691,0.09454124,5.772,1.947
7.25,24.61688,0.05515078,5.2855,0.68149
7.5,15.74472,0.04157391,2.2133,0.7931
7.75,9.7232,0.0258145,1.2348,0.40686
8.0,6.06074,0.0269815,0.7656,0.1906
8.25,3.6499,0.0164823,0.5137,0.2365
8.5,2.174222,0.007205629,0.19856,0.083617
8.75,1.26141,0.002010931,0.13062,0.078602
