M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,42.5605,0.142841,13.45,2.0494
7.25,27.21871,0.05903041,10.4277,0.746831
7.5,17.33666,0.02006683,5.2974,0.93271
7.75,10.75038,0.02465897,2.7256,0.6512
8.0,6.65373,0.011587,1.8358,0.41966
8.25,4.021201,0.008819433,1.1223,0.35044
8.5,2.388648,0.005779739,0.4403,0.080588
8.75,1.390385,0.003316699,0.25391,0.092561
