M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,200.6118,0.3089401,3.043,1.269
7.25,130.0036,0.1610287,2.4262,0.73881
7.5,83.28848,0.08519698,1.249,0.67107
7.75,52.23551,0.05820413,0.6168,0.2286
8.0,32.48954,0.0847438,0.4437,0.2625
8.25,19.85073,0.01883273,0.2523,0.1304
8.5,11.86711,0.02775674,0.08407,0.03254
8.75,6.95254,0.0102266,0.054839,0.0015702
