M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,44.75927,0.04917756,2.7433,0.81656
7.25,28.9691,0.04130724,2.252,1.007
7.5,18.58587,0.03073123,1.228,0.66894
7.75,11.64843,0.01658038,0.7363,0.2338
8.0,7.24595,0.008300392,0.4093,0.2285
8.25,4.407492,0.007405458,0.2428,0.131
8.5,2.62909,0.003505911,0.09523,0.04961
8.75,1.539569,0.003665765,0.06035,0.01299
