M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,47.24955,0.04377471,15.893,2.26
7.25,30.59587,0.02661545,11.819,2.0204
7.5,19.553482,0.0098387086,5.933,1.485
7.75,12.274716,0.0043480154,3.6337,0.45051
8.0,7.60416,0.0101152,1.9047,0.26566
8.25,4.635704,0.003719588,1.1358,0.14303
8.5,2.763261,0.001255713,0.49482,0.071436
8.75,1.6157128,0.00096110065,0.25728,0.062962
