M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,27.095171,0.0066101296,7.91,0.74778
7.75,17.123964,0.0039783823,3.9705,0.44971
8.0,10.636091,0.0051768375,2.8455,0.43381
8.25,6.491188,0.002619017,1.2438,0.30233
