M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,27.00881,0.02010736,4.6776,0.58363
7.75,17.089472,0.0080350223,2.8433,0.50818
8.0,10.608157,0.0079251012,1.8216,0.40998
8.25,6.479215,0.002536896,0.8385,0.265
