M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,26.55667,0.02397584,2.408,0.94202
7.75,16.84014,0.02065803,0.9579,0.3299
8.0,10.438524,0.0090265653,0.6624,0.2321
8.25,6.39781,0.0101476,0.3884,0.1524
