M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,9.47724,0.0193111,0.9668,0.5198
7.75,6.02986,0.0140027,0.5605,0.3595
8.0,3.73235,0.004571161,0.2966,0.1672
8.25,2.296728,0.003608586,0.218,0.1119
