M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,8.22039,0.0163356,0.2912,0.2133
7.75,5.20534,0.0100535,0.2266,0.1539
8.0,3.22939,0.003823157,0.09524,0.07047
8.25,1.984267,0.004816769,0.127,0.1387
