M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,9.8901,0.0126629,2.2283,0.90077
7.75,6.260631,0.009430805,1.1002,0.45903
8.0,3.889438,0.002204598,0.6113,0.2524
8.25,2.385401,0.002194564,0.4259,0.176
