M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,7.375145,0.004404917,2.3462,0.82642
7.75,4.679351,0.002894032,1.2274,0.33782
8.0,2.901402,0.004938555,0.5745,0.2506
8.25,1.7804163,0.0009197205,0.369,0.1225
