M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,6.15625,0.0113386,0.18779,0.052323
7.75,3.925978,0.007992415,0.2117,0.1552
8.0,2.427336,0.006044248,0.08866,0.07329
8.25,1.497317,0.001411984,0.1227,0.1373
