M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,7.124321,0.009944033,0.9554,0.5404
7.75,4.54392,0.006013845,0.4938,0.3817
8.0,2.807956,0.004356615,0.3305,0.1577
8.25,1.733074,0.002310846,0.1934,0.1318
