M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,27.4474,0.247162,2.808,1.114
7.25,17.6544,0.171792,1.345,0.68223
7.5,11.40641,0.05453393,0.7141,0.4174
7.75,7.04242,0.0508481,0.4774,0.2522
8.0,4.44806,0.0286619,0.1647,0.072097
8.25,2.66395,0.020525,0.1745,0.1034
8.5,1.58151,0.0110788,0.07448,0.05005
8.75,0.924196,0.00585044,0.02914,0.01581
