M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,42.60899,0.08020663,24.922,1.6082
7.25,27.31842,0.03554335,17.403,1.4066
7.5,17.35103,0.01723821,9.083,1.16
7.75,10.82668,0.01235268,4.7955,0.90804
8.0,6.687122,0.009382069,3.1134,0.43155
8.25,4.050491,0.005321869,1.8808,0.34318
8.5,2.411898,0.002844359,0.86199,0.093071
8.75,1.407814,0.003104329,0.4712,0.090838
