M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,41.3735,0.138858,13.45,2.0494
7.25,26.54037,0.05755924,10.4277,0.746831
7.5,16.96052,0.01963145,5.2974,0.93271
7.75,10.52948,0.02415228,2.7256,0.6512
8.0,6.53405,0.0113786,1.8358,0.41966
8.25,3.955746,0.008675875,1.1223,0.35044
8.5,2.356761,0.005702584,0.4403,0.080588
8.75,1.375582,0.003281386,0.25391,0.092561
