M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.0,33.529,0.180349,3.968,1.319
7.25,21.54329,0.05306139,2.8026,0.87023
7.5,13.87143,0.03196049,1.3228,0.76468
7.75,8.55807,0.0320155,0.7352,0.3663
8.0,5.39312,0.0206514,0.4458,0.2166
8.25,3.22309,0.0165195,0.3221,0.2116
8.5,1.9259,0.007416228,0.13779,0.073787
8.75,1.11905,0.005214869,0.06181,0.02577
