M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,10.016881,0.0017030431,5.3929,0.84474
7.75,6.331739,0.002471701,3.2139,0.55327
8.0,3.9345063,0.00061433163,1.7271,0.30942
8.25,2.4066775,0.0003754197,1.0504,0.28687
