M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,8.34134,0.0204877,0.2754,0.2584
7.75,5.309496,0.009749955,0.2047,0.1502
8.0,3.279084,0.007505874,0.057943,0.0068328
8.25,2.02999,0.002972723,0.1225,0.1363
