M_S,SIG,SIGMA_SIG,BKG,SIGMA_BKG
7.5,9.61281,0.0105019,0.9759,0.5327
7.75,6.129587,0.007793639,0.5042,0.3759
8.0,3.786214,0.004623819,0.3027,0.1272
8.25,2.336909,0.002302913,0.2156,0.1137
