M_S,obs_med,sig2_lo,sig1_lo,exp_med,sig1_hi,sig2_hi
7.50,3.029371,3.910692,5.391236,7.847712,11.672701,16.906965
7.75,3.069445,2.965888,4.144887,6.123275,9.292172,13.755223
8.00,3.110559,2.473563,3.496098,5.237778,8.081948,12.172416
8.25,3.245886,1.859416,2.679657,4.123991,6.564145,10.201208
